,id,size,brand,size_standard,gender,material,color,category,subcategory,name,description,picture_1,picture_2,picture_3,country,net_price,currency_code
108,62a9aa520a9a000013317370,S,Tommy Hilfiger,UK,Male,Cotton,Cream,Sweatshirts,Sweatshirts,Tommy Jeans Sailing Gear sweatshirt ,"Good condition, worn 5-8 times.",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/39103c4b-2a90-4bc7-89fc-fae5895cf3f0.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cf4a5e60-fb3f-4c6d-a00f-45518227803f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/009b1b77-e43d-4285-a2eb-1bb1644267e0.jpg,UK,12.71,GBP
115,62aca9a5a30fcb001283ca1e,M,Champion,UK,Male,Cotton,Blue,Sweatshirts,Sweatshirts,Champion sweatshirt ,"Good condition, worn a handful of times",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6074228b-759f-4c47-96f7-6c3219ab0139.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/1f0ea17e-a887-47e3-ab93-0ae1ef0c6b71.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/582fe59d-46fc-472e-b1d4-85c24b47b6ab.jpg,UK,10.05,GBP
118,62af450255e7cd0013d290fc,XS,Champion,EU,Female,Cotton,Pink,Sweatshirts,Sweatshirts,Champion sweatshirt,Women Pink champion sweatshirt,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2ab8bb19-56f5-4e88-9770-32bd0e06ac04.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/08a458ee-ab72-4b4d-b603-a4123ef31cdb.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/699c20f7-a8b7-4663-896e-8f36560c764a.jpg,UK,9.0,GBP
124,62b0389daf682a00132edc37,M,Maison Kitsune,EU,Female,Cotton,Black,Tops,T-shirts,Black colour maison kitsune tshirt ,"Black colour maison kitsune tshirt 
The printing is not cracked - it is the original design ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6eae3ccf-e663-4964-ad21-dc2711b4cd11.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cb238120-caa8-4faf-a3d8-ef9875cd9fe8.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/020f43f9-646c-4026-a011-5e54b90eac84.jpg,UK,20.55,GBP
127,62b03b21af682a00132edc84,M,Maison Kitsune,EU,Female,Cotton,Blue,Knitwear,Jumpers,Maison kitsnue Blie grey colour jumper ,Maison kitsnue Blie grey colour jumper ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/836b92f8-7bfa-4c12-b233-6edadfb38af7.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a42c451a-44b7-4d97-b665-11f9403a53e2.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f4b286db-ad5a-4938-b5f8-496f7a5b032e.jpg,UK,43.71,GBP
130,62b03c49af682a00132edcb3,M,Maison Kitsune,EU,Male,Cotton,Multicolour,T-shirts,Long-sleeve t-shirts,Men maison kitsnue long sleeve tshirt ,Men maison kitsnue long sleeve tshirt freen stripe,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9b019d3c-9b8f-4a03-9190-f88f25e7055e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/57ba06c5-7db6-49a9-b03c-aa7314e8e092.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5a28d251-c78a-460e-b81b-c9676c5d7dcf.jpg,UK,18.31,GBP
133,62b21a70af682a00132f2150,10,Monsoon,UK,Female,Polyester,Blue,Dresses,Maxi and long dresses,Womens dress Monsoon,Womens short dress monsoon good condition,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b3b39fb1-84c4-4e8d-9a23-a1b867813a58.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f63ff5ec-d556-435a-b850-a502078c62ad.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/1a16cc8a-dcab-4b11-af9b-00edb95b30e6.jpg,UK,7.5,GBP
139,62b21afdaf682a00132f2170,10,Monsoon,UK,Female,Silk,Multicolour,Dresses,Maxi and long dresses,Maxi dress,Good condition monsoon maxi dress,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cff1dca3-1a31-4e23-8c46-a46d8a090e65.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2193249a-755d-4445-9cf2-7efe656eadeb.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/63dc1e01-f62f-49ca-bc90-6bc1aaba0fe8.jpg,UK,7.5,GBP
145,62b21e11af682a00132f21fc,10,Karen Millen,UK,Female,Polyester,Red,Tops,Long-sleeved tops,Karen Millen top,Good condition Karen Millen Top ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/02a22d42-10cd-4624-b598-9a587c5a6d2c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3f7871a8-3509-48f5-ad2d-17223e116a01.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/bf42e27d-51f4-4205-b9f8-65d085acc21a.jpg,UK,11.18,GBP
151,62b331c6af682a00132f4001,L,Boden,UK,Female,Viscose,Multicolour,Dresses,Casual and day dresses,Boden casual wrap around dress,Boden casual collar wrap around dress,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/ee4b90aa-45d3-45b1-a714-1ffb50b2a149.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b7c7e668-8351-4471-a976-e121e3c8953c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/13496e0f-4b2a-4be9-b585-6679b1010aa8.jpg,UK,7.67,GBP
160,62b859d470bc3a0012b1e3df,M,Belstaff,UK,Male,Cotton,Black,Sweaters and knitwear,Crew neck jumpers,Belstaff crew neck jumper,Medium black Belstaff crew neck jumper,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/02ca2fdb-b3d0-4714-9744-7e2b68c43b90.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b7e31ae4-1708-4a1f-9806-43f237af9a2d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/dd559d61-982f-4d07-b7da-03bd6446444b.jpg,UK,23.31,GBP
163,62b85da470bc3a0012b1e492,48,Dsquared2,EU,Male,Denim - Jeans,Blue,Jeans,Slim jeans,Dsquared2 slim distressed jeans,Dsquared2 slim distressed jeans blue denim size EU48,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/fd72bc5b-aada-4954-900c-3e0f28762026.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0133b6c0-a64b-47f2-a787-d7fcccaacbd6.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/396ada94-220f-4fa2-ba2b-75fca6164510.jpg,UK,40.7,GBP
166,62b8602270bc3a0012b1e4e6,S,Supreme,US,Male,Cotton,White,T-shirts,Short sleeve t-shirts,Supreme New York tshirt,Supreme New York white and blue T-shirt,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0d6c9892-0610-4b1f-afa1-6e2a7f93955a.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/96d16140-b872-4e5e-b60e-7a371531c1c6.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3476169a-197a-4079-b3c1-3798bb38642f.jpg,UK,23.32,GBP
169,62bb1fb833dd9b001783ae67,M,Champion,UK,Male,Cotton,Black,Hoodies,Hoodies,Champion hoodie,"Mens champion hoodie, black. Great condition. ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/763175e1-f137-45c2-b029-4f6f552e483b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/27f579da-ee0b-4c69-a7e9-de86b11e69e7.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/11124cf7-4fb6-4b6d-b629-23e88ea05b1c.jpg,UK,9.63,GBP
172,62bb209333dd9b001783ae90,M,Nike,UK,Male,Mixed Fabric,Black,Hoodies,Hoodies,Nike hoodie,"Nike university mens hoodie, size medium. Great condition. ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9ab58236-9bbe-4859-ba8c-0c959e871a7b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0dcdc5af-099c-4d56-b83c-3ba37a382819.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/7c3f6ec1-a4d2-4f10-976c-cc63be747bdd.jpg,UK,9.07,GBP
175,62bb21c733dd9b001783aee4,S,Nike,UK,Male,Mixed Fabric,Grey,Hoodies,Hoodies,Nike hoodie,"Mens nike hoodie, grey, size small. ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/af92e749-0bf1-4a95-9321-e0ccd2dc0475.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b1948267-4e3f-43ee-bbc4-4f518a8f7c5d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0a2c9517-1f42-4d68-9cee-de07353b9415.jpg,UK,9.07,GBP
178,62bc3db07b393b001207d2d8,M,Stone Island,UK,Male,Cotton,Pink,Sweatshirts,Sweatshirts,Stone island sweatshirt ,"Worn handful of times, no signs of wear and tear, excellent condition.",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/965c0fc2-8de9-4f31-a80f-b6add655c6f3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/14790001-c8cc-4582-93ae-41701046d07d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/02fdeb84-4557-4a56-912a-24779dd9a3b2.jpg,UK,41.62,GBP
179,62bdabfd7b393b0012080902,S,Off-White,UK,Male,Cotton,Navy,T-shirts,Sleeveless t-shirts,Off white c/o Virgil ABLOH,"Off Caravaggio Tee 
Indigo 3830
Worn once
￼",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/067a9f17-327d-4346-a223-f50dd0695688.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b49bac79-939a-4da6-86cb-6a981d6532ac.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/8e62e938-21ec-48cf-97bb-40f57d252f43.jpg,UK,58.79,GBP
180,62bdd1b948024c0012f8b3da,S,The North Face,UK,Female,Polyester,Black,Jackets,Waistcoats and gilets,Black NorthFace Gilet Nuptse 700,Barely worn NorthFace nuptse 700 gilet,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/96b4616c-f4dc-443a-b245-d0900548923a.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/1f2670de-de10-42b5-8d6c-3562b31845a2.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/57b1d09b-24dd-4e88-876b-1728a26810ef.jpg,UK,24.12,GBP
186,62bdd5b248024c0012f8b4ca,XS,Fear Of God,UK,Male,Cotton,Black,T-shirts,Long-sleeve t-shirts,Mens FOG-ESSENTIALS long sleeve black tshirt,"Perfect condition as only worn a handful of times. Purchased from END
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5157bac2-f111-4793-bb37-0ced66af17da.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b097056f-f140-4776-9c58-4af79e4e7150.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/147fb2b7-5f5c-4be4-be67-e67d0144e1b8.jpg,UK,33.88,GBP
194,62c0811502e6b100131b9a30,L,Burberry,UK,Male,Cotton,Black,Sweatshirts,Sweatshirts,Burberry London sweatshirt ,"Burberry sweatshirt 
Black with the name Burberry in the Burberry print ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/28016368-91b2-4fda-b3f4-ec16da5439f4.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/66569e46-53df-492c-8aa5-ea236322f1e6.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/579ceb6d-f445-4f91-9ed3-3c378e940054.jpg,UK,64.99,GBP
195,62c092fd02e6b100131b9d2d,XL,Carhartt Wip,EU,Male,Cotton,Purple,Shirts,Casual shirts,Purple shirt ,Carhartt purple shirt no flaws great condition,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/368b178a-ffc0-4b43-875c-6f44c85fb0d9.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0293bfeb-1b5e-45c0-8918-c00c2e7585af.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/4a099cf0-9b98-4a1d-8e65-e5435c36b0e4.jpg,UK,10.4,GBP
198,62c1d50d02e6b100131bc907,M,DKNY,UK,Female,Polyester,Black,Dresses,Mini and short dresses,Dkny slip dress,"Black slip dress, waist hugging, dkny writing on bust",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6e368975-75f7-4688-9d25-baa753e2a0a2.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/01203e87-6628-4720-8180-1bc2ce431ac0.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/1ba0b2b3-f6c7-4a49-ab72-a3e6ba198235.jpg,UK,11.2,GBP
200,62c1d7ab02e6b100131bc9eb,S,A Bathing Ape,UK,Male,Cotton,White,T-shirts,Short sleeve t-shirts,Bathing ape shirt,"White a bathing ape t-shirt, bought from selfridges
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f09f49a0-3ccb-4fbe-ba08-78ce9b73ffc3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d5612501-3878-432f-83ae-87b2f63cf6ab.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6cc10775-e40e-478c-965d-d2c6fecaf615.jpg,UK,46.67,GBP
202,62c2961902e6b100131bea4b,XL,The North Face,UK,Male,Polyester,Black,Coats,Short coats,North Face Puffer Jacket 700,Good condition. 8/10. Worn quite a lot but not in recents years so been kept in good condition.,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f3174727-ad4f-420f-bfde-ab001aeaf9f7.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cb427cc0-c071-4887-bbc4-f976f1156819.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0853beac-ac76-4fef-9a41-9417ecd6d82c.jpg,UK,16.89,GBP
205,62c299a202e6b100131beace,2XL,Polo Ralph Lauren,UK,Male,Cotton,Navy,Sweatshirts,Sweatshirts,Polo Ralph Lauren Sweatshirt/Jumper,"Good condition, worn a handful of times, 8.5/10.",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/24c33ece-8e0e-4034-b2e5-e0ea5ff57f58.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c492fb0e-81db-41fe-b30e-030b6e49674d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9614c3bd-a0fe-4a1b-b6ac-e0623f83b6c4.jpg,UK,12.01,GBP
208,62c29e5502e6b100131beb76,38,Emporio Armani,EU,Female,Leather,Black,Jackets,Leather jackets,Emporio Armani Leather Jacket,Ok condition. Worn quite a lot. Kept well. 6.5/10,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6290770f-dcd6-4066-b5e0-a55c8c3a345e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5a77a03f-03cb-407c-8870-aedbf180e947.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f5ec8966-07db-496a-88b2-d73f0511304e.jpg,UK,29.08,GBP
211,62c2f2d3961369001268b0d6,8,Reformation,US,Female,Viscose,Navy,Skirts,Mid-length skirts,Reformation wrap skirt ,Reformation floral wrap skirt with button detail ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/587bada9-d659-4b77-978c-3add9204eeaf.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/7c3e5b99-6004-4104-b52c-dfb5e7e1fec5.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/dcde5926-d5de-4099-8a7c-81739ea3a0c1.jpg,UK,24.13,GBP
216,62c40a95961369001268e046,W30,Levi's Vintage Clothing,EU,Female,Denim - Jeans,Black,Shorts,Denim shorts,Levi denim shorts,Levi premium denim shorts in dark denim,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e18755ec-3f39-4f6f-be51-5912d0605865.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/20642fa6-b5d2-4b7a-952f-c6ccdea0283f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f08bc679-036c-4bf0-b8ab-75e8b76b5371.jpg,UK,14.14,GBP
219,62c435c3961369001268ed63,M,House Of Cb,UK,Female,Mixed Fabric,Pink,Dresses,Night out dresses,House of CB Dress,"Only worn once
Pink house of cb bandage dress
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/afc9385c-ca82-4e34-9d86-47f9678602f3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/83bd2eea-7356-4347-92b9-f4296cc90fe0.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f0d65646-8f97-43a2-97b6-10563dd9c364.jpg,UK,30.0,GBP
224,62c457f7961369001268f4fd,M,Essentials - Fear of God,UK,Male,Cotton,Beige,Shorts,Casual shorts,Mens essentials fear of god shorts ,Fear of god Mens shorts size medium ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5ec05228-b1fa-453c-9a14-4cdf7824f0e7.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cc67b195-cae2-40ea-8826-0b72dbbec669.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/704ec064-21e1-4ad1-b978-a289c5e3607e.jpg,UK,59.87,GBP
231,62c5867e9613690012692425,S,Superdry,UK,Female,Cotton,Cream,Sweatshirts,Sweatshirts,Superdry tiger sweatshirt,"Good condition, only worn 5 times",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/7fa1ef71-f487-48e5-9cbd-675c6cfcd477.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2918057d-c9fb-4200-b5aa-0ea08629558f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b52239fb-78ba-455b-9e5e-c9ae7332d08b.jpg,UK,3.99,GBP
234,62c5e0a09613690012693943,S,Nike,UK,Female,Polyester,White,Tops,T-shirts,Dry fit running T-shirt,Worn a few times. Size small perfect condition ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0f01afd5-71ee-45ac-bdf0-1712f4773793.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/45c2de35-2eca-4bd8-a276-d1df918524f4.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3d6a8acb-2eb5-4836-8279-aeccbff708f0.jpg,UK,3.99,GBP
