,id,size,brand,size_standard,gender,material,color,category,subcategory,name,description,picture_1,picture_2,picture_3,country,net_price,currency_code
237,62c5e1279613690012693961,S,Palm Angels,UK,Female,Cotton,White,Tops,T-shirts,Palm angels tshirt ,"Brand new never worn 
Washed once 
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/92cf4f45-659e-49d2-9d7a-ed93292c8e9a.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/db975f8e-7bb7-423b-b32d-55cc4691d348.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e235d03e-ef63-4b88-940f-cb7df0c075bf.jpg,UK,51.0,GBP
240,62c5e19c961369001269396e,8,Fred Perry,UK,Female,Cotton,Black,Tops,T-shirts,Black Fred Perry tshirt ,"Never worn 
Perfect condition 
Fits 6-8",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d4c04097-ab38-47ab-b00c-a73b2917e3d7.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d1ce00aa-d1f1-4339-8eae-271591da0e24.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/4872c3e7-1204-425f-83e5-af5703de74d8.jpg,UK,4.8,GBP
243,62c5e23a9613690012693984,S,Moschino,UK,Female,Cotton,Black,Tops,T-shirts,Moschino,Best T-shirt! Moschino Love! Better for girls!,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/8f4f13a3-8b0d-42d2-915d-a0235d3d0e70.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c5f26932-55de-48b0-b201-44fc0fc7c8fb.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/41b01fdc-2b26-4a77-a1bd-38d387c0258f.jpg,UK,21.6,GBP
249,62c5ea479613690012693b3c,M,Christian Dior,UK,Female,Cotton,White,Trousers,Full-length trousers,Christian Dior,Nice and quality product! Christian Dior!,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b0ddceca-6bfa-4082-a386-253f479402c4.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/ef1ffb9f-449b-472a-a511-3c6e6f84030c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/185630b5-fa99-42b3-8407-7ddc1faa815a.jpg,UK,88.14,GBP
255,62c5f9459613690012693e13,L,Fendi,UK,Female,Cotton,Black,Dresses,Mini and short dresses,Fendi,Nice and quality product! Fendi!,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c848695e-9782-4737-9b76-77af8240b794.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/32774343-0155-4374-872e-544c49c2c7d3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/342a23de-3508-4dcb-befe-abb932e310e4.jpg,UK,119.31,GBP
261,62c5fa569613690012693e48,M,Balenciaga,UK,Female,Cotton,Grey,Dresses,Casual and day dresses,Balenciaga,Nice and quality product! Balenciaga,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0850801a-394c-4a71-9398-14ebc98e99a8.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5e4ed30c-30c0-44b4-89a3-11e6484862aa.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3ee50e47-cba4-4bfd-ab1d-c659b63d3501.jpg,UK,86.98,GBP
268,62c73a429613690012697141,M,Stone Island,UK,Male,Wool,Navy,Sweaters and knitwear,Crew neck jumpers,Stone Island Mens Navy Sweater,"Stone Island mens navy sweater, size medium, good condition, only worn a handful of times
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/01be6a40-0e32-47cb-a7e0-1d242227f32c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/91c171d5-75ca-49b2-832e-53e1c51ef95f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c1e29f81-d463-457f-904e-2d1fca475796.jpg,UK,69.61,GBP
282,62c87354baae4b0013ee5ec6,L,Tommy Hilfiger,UK,Male,Synthetic,Red,Coats,Raincoats and trench coats,Tommy Hilfiger Raincoat,"Red, lightweight raincoat with Tommy hilfiger zips, zipped chest pocket and 2 lower velcro pockets",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b16006e4-aa62-45a0-a07b-6533aaf3d84f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f9e525e0-5d6a-42bb-ae6c-5555c1a9b5ec.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/ed0a4c3a-a8a3-4a77-931f-1f359fc7380b.jpg,UK,19.64,GBP
291,62c97095baae4b0013ee7f25,S,Maje,UK,Female,Mixed Fabric,Black,Coats,Parka coats,Maje coat very good condition ,Very good condition winter maje coat,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/879faba8-e5c4-4737-a5ff-5a69d336df25.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/4e43d2e6-5914-44f3-b177-72b32500da0e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c1bbaad9-7557-4246-9f62-14185a259f7a.jpg,UK,54.17,GBP
292,62c99e74baae4b0013ee8714,L,Boden,UK,Female,Viscose,Multicolour,Dresses,Maxi and long dresses,Boden Womens Maxi Dress,"Boden womens Maxi dress. 
Patterned. 
good condition",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6c37fdf0-4f35-4749-9d8d-d998975bf0db.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f196c71e-976d-48f2-95d7-5bc871010eba.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/dba05c78-4b9a-424f-922c-1976b00d8efe.jpg,UK,7.78,GBP
298,62c99f87baae4b0013ee8756,10,Karen Millen,UK,Female,Silk,Black,Tops,Halter tops,Karen Millen Halter top,Good condition No faults Karen Millen,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/49c8705e-1e10-4540-b916-9a6eb6208653.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/441757f5-6473-46c3-beca-79579eb5f32b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/047f0844-7ab2-4c20-9c61-d10aa7c2bbc2.jpg,UK,11.18,GBP
304,62c9a5d8baae4b0013ee889e,42,Paule Ka,EU,Female,Mixed Fabric,Yellow,Dresses,Mini and short dresses,PAULE KA dress,"Knee high, bright lime colour dress with waist detail dress. ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d3831dc1-c576-4e7c-a34c-f2021032cd77.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9cebfbf0-846c-4a1b-a01a-bf2d45ee605f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/18a03b20-e05b-413d-b03c-d950a97bbf58.jpg,UK,38.8,GBP
310,62c9dbf2baae4b0013ee91ba,Write in description,Patrizia Pepe,Other,Female,Cotton,Brown,Tops,Blouses,Patterned summer top ,Brown and beige patterned summer too by Patrizia Pepe size 42 but fits S and M as well as a loose top ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/dd65a014-830d-42ee-8889-da04bc4165a5.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/181dcd09-1ae7-4170-aaf7-4a765638c08c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/24a70397-d7e9-4ddc-abd4-fa11f00088f1.jpg,UK,16.64,GBP
319,62caa95abaae4b0013eea474,2XL,Puma,UK,Male,Cotton,Grey,Sweatshirts,Sweatshirts,Grey puma sweatshirt,"Grey, puma sweatshirt size XXL",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d514dda6-52d9-4971-9100-9b240ef9aa82.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2c91998e-f8b9-4a43-936f-741caa5bcc1a.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a05d9cb5-4efb-4628-8f80-0f4de14d5fae.jpg,UK,7.67,GBP
327,62cb06d7baae4b0013eeb9c7,XS,Adidas,UK,Female,Cotton,White,Tops,T-shirts,Adidas sports wear,Good condition and very retro. ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b7f64404-5a70-4f47-83eb-894d8d7f83fe.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c9ad679d-b23c-4b6a-8a4b-1155288e0ec9.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/fb0b91eb-9a8c-401b-823d-1bf90005e12d.jpg,UK,3.99,GBP
333,62cb07abbaae4b0013eeb9fd,L,Ralph Lauren,UK,Male,Cotton,Navy,Shirts,Casual shirts,Ralph Lauren top,Never worn and has been kept nicely,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/63088516-5dab-4b4f-bebc-1a9a0f4f07cb.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a5bd6125-1000-4fe9-bf1a-1b146b37aefb.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/1c04303f-20a9-46ad-a1a1-b91a810e600b.jpg,UK,8.02,GBP
339,62cb087cbaae4b0013eeba18,M,Adidas Originals,UK,Male,Cotton,White,T-shirts,Short sleeve t-shirts,Adidas active top ,Good condition which is barley worn,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/69f943bd-0bd7-4b76-98ad-d4607433491b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e9f31b54-863d-4acd-b575-0b93bf341e77.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/7b94368f-21fa-4629-b81c-7efe6908200a.jpg,UK,3.99,GBP
345,62cb095cbaae4b0013eeba3c,M,Versace Jeans,UK,Male,Other - write in description,Black,T-shirts,Short sleeve t-shirts,Versace jeans top,Cool graphic and never worn. Great condition. 95% cotton and 5% Elastan,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/972ba196-692c-4971-9c45-45e59eaa7710.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/45021653-196b-4940-ac38-dcb13318712f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c069bd1f-de5d-40e6-a062-f4cd9d063762.jpg,UK,28.58,GBP
351,62cb0af0baae4b0013eeba94,S,Nike,UK,Female,Other - write in description,Purple,Tops,Sleeveless and tank tops,Nike training top,60% cotton and 40% polyester. Great condition ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/285b87aa-0b54-476d-a346-b8a19274d288.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2675c60d-70a0-4d4e-94e7-27a8cd8253b3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cb407aac-a155-43d1-b57a-be114d4b1fb3.jpg,UK,3.99,GBP
357,62cb1677baae4b0013eebdda,Write in description,Balenciaga,Other,Male,Cotton,Black,Hoodies,Hoodies,Logo-print relaxed-fit cotton-jersey hoody,"Logo-print relaxed-fit cotton-jersey hoody

Size 4 / XL",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a9a76b25-2dcb-4012-980e-8198f125faef.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/09dc1529-8f33-4a1d-9c98-54b0ab51d11d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3f456c05-8a11-4624-aff7-7fcffebb973f.jpg,UK,184.0,GBP
360,62cb254fbaae4b0013eec188,38,Moschino,EU,Female,Cotton,Red,Tops,Shirts,Moschino shirt,Red moschino shirt never been worn ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6846cd58-db4c-45c0-a678-76604815db9e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/4344f1cb-ab1f-4958-b1d4-7f17d6e9afd2.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c99b366d-af26-4a62-be22-89e084a95e5b.jpg,UK,22.88,GBP
362,62cb2700baae4b0013eec205,8,Moschino,UK,Female,Cotton,Grey,Dresses,Casual and day dresses,Love moschino ,"Love Moschino casual day dress
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/4fe0ca49-d597-485d-9bb0-6706057ae6c9.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/97f10084-1b43-4699-b2cf-463cbb02121b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/77ab94f3-6303-4c76-9acc-5eda34ce4654.jpg,UK,30.0,GBP
370,62cc02d2baae4b0013eee1f3,10,Barbour,UK,Female,Other - write in description,Black,Coats,Long coats,Barbour Padded Jacket,Excellent condition. Worn handful of times. A warm but breathable jacket. Fibre down.,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/1de369bd-6cb2-44b7-850f-78de33aa957b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/996de94f-ec3f-4dba-b939-dc5eb3372940.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6a328b92-5a3c-4a91-84ba-a0e5abd21418.jpg,UK,46.88,GBP
374,62cc4a66baae4b0013eef194,L,Polo Ralph Lauren,UK,Male,Cotton,Blue,T-shirts,Polo shirts,Mens polo shirt Ralph Lauren ,Great condition rare colour way,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e39c97a7-9bc0-4dfe-ba17-167e1f7a8849.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/356d7a65-6a7a-4535-ac91-3209c1b552a6.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f8655e4a-ce8c-42fc-97ca-15aba433c610.jpg,UK,4.52,GBP
377,62cc4b17baae4b0013eef1bd,XL,Burberry,UK,Male,Linen,Black,Shirts,Shirts,Linen burberry shirt ,Vintage Linen burberry shirt in great condition ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cc22ba60-bf05-47c0-925a-94ad16a902ee.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/47d2d3b2-cef0-4e6d-8104-ebdcda4d7bdb.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/52649cdb-bc0e-4f45-8519-34af71eec041.jpg,UK,34.47,GBP
380,62cc5567baae4b0013eef438,L,Moncler,UK,Female,Other - write in description,Black,Coats,Down and padded coats,Moncler Goose Down Coat ,"Moncler hooded goose down women’s coat in black size large 

Material is polyester and goose fur ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6ca0e911-c953-4333-b871-8399db76c885.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3ff2434c-6323-4caa-bc80-7b463e9098d8.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/74cf3319-a630-472f-88a5-471c9c72e1a3.jpg,UK,212.68,GBP
381,62cc56bbbaae4b0013eef488,14,Tommy Hilfiger,UK,Female,Cotton,Beige,Sweatshirts,Sweatshirts,Tommy Hilfiger Tommy Jeans Signature Swearshirt ,"Brand new, never worn, amazing condition",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/afd626c5-10ce-4d3a-bf74-a6da0f0381d6.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/ca7d41bb-dbed-4adc-a581-ea9d6e241f5f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c670aad4-8c48-469e-9931-22ac022b671f.jpg,UK,12.5,GBP
384,62cc58e4baae4b0013eef508,XS,Dolce & Gabbana,US,Female,Mixed Fabric,Silver,Tops,Sleeveless and tank tops,Dolce and Gabanna Sleeveless top,"Never worn, amazing condition with labels",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/745d4bf8-4e10-486e-b7a8-bb1b77456365.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/adaae553-7033-43d9-97e5-0bb73ea5de34.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/22431f93-fb22-433c-94d1-f7c45ae877dc.jpg,UK,30.85,GBP
387,62cc5c92baae4b0013eef5c4,XS,Nike,UK,Female,Cotton,Grey,Sweatshirts,Sweatshirts,Nike Crew Sweatshirt,"Very good condition, only worn a few times",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/959f96eb-6b32-417b-a867-bffa8a6e0baf.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/8ba1f39e-cdb0-400b-8646-54a6e6a4888e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/953570ef-3792-41bd-99e2-7c56cc665656.jpg,UK,12.5,GBP
391,62cd78adbaae4b0013ef238e,XS,Juicy Couture,UK,Female,Viscose,Pink,Dresses,Mini and short dresses,Pink Juicy Couture Body con,Pink mini dress in XS with gold zip down the back. ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9f0374d7-cede-4fc6-9eed-b5fb30f6f703.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/647d6ced-3bb3-410e-94bc-9862698fddd2.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b9b598fe-9592-47bc-bfbe-01c26b4d3a54.jpg,UK,3.99,GBP
394,62cd79c6baae4b0013ef23c6,XS,Champion,UK,Female,Cotton,White,Sweatshirts,Sweatshirts,Champion crewneck sweatshirt,White with blue towel texture writing champion sweatshirt ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0584ce6a-78bb-46d5-8e1b-3e58f13e90c4.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e4919d0d-da73-4616-b0f0-e7fa2dc62703.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b5b014db-9ce5-4e4d-96b2-5bc630b11126.jpg,UK,9.0,GBP
397,62cd7e16baae4b0013ef24be,S,Adidas Originals,UK,Male,Cotton,Green,Sweatshirts,Sweatshirts,Adidas Originals Sweatshirt,Green Adidas Originals Sweatshirt ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/958f5326-6825-479d-bbb8-93adbd1294fc.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/55b6caf7-508d-41c0-a044-dad80d3042b4.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/012c939b-2efb-45d3-be61-81efd165bc3e.jpg,UK,8.23,GBP
409,62cd8b2ebaae4b0013ef27b9,36,Levi's,UK,Male,Denim - Jeans,Blue,Jeans,Straight-leg jeans,Levi’s jeans blue ,Straight leg blue Levi’s jeans 511 ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/1a88029c-cb78-4373-ac35-4a1c3ccf87e3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/4b11a383-a53b-4bb6-b912-12bb2b90da3c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/58bea9e8-f98a-45a4-b773-774da60621da.jpg,UK,12.33,GBP
412,62cd921abaae4b0013ef2971,S,Gant,UK,Male,Cotton,Blue,Sweaters and knitwear,Crew neck jumpers,Blue gant v neck jumper,Blue Gant v neck jumper with small logo on front,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c0ffedce-d120-4000-b435-61fab91f136e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5c1a531b-ad88-44e7-b3c7-5b521bf6a0bf.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/8ddf764a-df54-4a91-ae3f-886cc5e18b0c.jpg,UK,9.21,GBP
415,62cd92efbaae4b0013ef2995,36,Levi's,UK,Male,Denim - Jeans,Blue,Jeans,Straight-leg jeans,Dark blue Levi’s jeans,Dark blue Levi’s straight-leg jeans 502,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b13f677f-dadc-4320-a136-dc4ff55ad08b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/69d30a56-fcd1-41be-bd69-bd37076ce44e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f2067851-277d-43dd-bac5-ba5eaad9123c.jpg,UK,12.33,GBP
418,62cda7a8baae4b0013ef2ebb,S,Juicy Couture,UK,Female,Polyester,Pink,Activewear,Track pants and jogging bottoms,Juicy Couture Sport Jogging Bottoms,Pink Velvet Juicy Couture Jogging Bottoms,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/4a29e1e6-571c-46d4-b2a4-e32c35089bf8.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/54a74749-a10c-43c6-a805-a5c93506cb6c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/91032714-6b82-4338-bd94-065398d52a3c.jpg,UK,23.0,GBP
421,62cddea9baae4b0013ef3d5a,S,Comme des Garçons Play,UK,Male,Cotton,Grey,T-shirts,Short sleeve t-shirts,CDG Play T Shirt,"CDG play T shirt in good condition in the colour grey, bought second hand haven’t worn it yet.",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e6d98dab-1ea9-4293-8522-cb1f6ab13afd.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/75909cd6-61af-41cd-9567-16a90cb41f8e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/460c8a8a-e255-48c6-968d-d25a4358a39b.jpg,UK,43.2,GBP
431,62ce6cb1baae4b0013ef4f1b,L,Cerruti,EU,Female,Silk,Beige,Dresses,Casual and day dresses,Cerruti 1881 Safari dress ,Cross body buttoned safari dress with belt ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/57073030-f445-4679-ab13-b3694392fa41.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0953f6c6-95a9-4ab5-8467-949cc4bc40fa.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f2e28e31-aaca-4cf9-b3fd-c228a5b39c35.jpg,UK,36.58,GBP
433,62ce6dcbbaae4b0013ef4f42,L,Stone Island,UK,Male,Cotton,White,T-shirts,Polo shirts,Men's Stone Island Polo Shirt ,"Size L 
Very small fitting. 
Immaculate condition
As new 
Fit is more a UK Small men's. ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/69b78f5c-90db-49df-8f2b-818614fa4ad7.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3a9579fe-c752-4b31-bee2-f1a3fa2adae8.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/231e0938-4b3e-45d9-a369-b518413c5acd.jpg,UK,23.0,GBP
436,62ce6e9fbaae4b0013ef4f5d,S,Tommy Hilfiger,UK,Female,Cotton,Navy,Tops,T-shirts,Women's Tommy Hilfiger t-shirt ,"Good used condition 
No holes marks or stains ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3fdd57bb-f70b-4c9d-b739-a2fe33d37d3f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5a1b884e-9527-4806-8318-57caf18bc9cf.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e7309f34-5115-4fed-b264-4d8181e05810.jpg,UK,3.99,GBP
439,62ce7055baae4b0013ef4f8a,XL,Ralph Lauren,UK,Female,Cotton,Beige,Sweatshirts,Sweatshirts,Women's beige Ralph Lauren jumper ,"Excellent used condition
No holes, marks or stains ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/12d86038-05db-4dbc-9ed9-89c4dcc57913.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3e474713-0504-485e-9719-e0e455151018.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d82908c6-5b43-4265-9292-82edca6d1802.jpg,UK,12.5,GBP
445,62cec23ebaae4b0013ef61b3,XS,Juicy Couture,UK,Female,Cotton,Pink,Activewear,Track pants and jogging bottoms,Juicy couture bottoms ,"Perfect condition juicy couture womens bottoms, size XS, never been worn out ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5e505024-38ef-4cbb-a5e4-9aff919722fe.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3c4278a6-bda9-4b40-8bd2-9e3e57be383d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/040f2190-1f67-4f84-9f95-729a84b9a91b.jpg,UK,23.0,GBP
448,62cec752baae4b0013ef62c7,S,Moncler,UK,Male,Cotton,White,T-shirts,Polo shirts,Moncler polo shirt ,Mens white moncler polo shirt in good condition ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/56855cea-d315-4bda-9d25-9fe7eac807d3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/23882f36-0b29-4661-b35c-5634b44976c5.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/486fa00e-ccef-4729-b694-95707d5ace1c.jpg,UK,30.0,GBP
451,62ceea07baae4b0013ef6aab,L,Guess,UK,Male,Cotton,Red,Sweatshirts,Sweatshirts,Men’s guess jumper,Men’s red guess jumper in fantastic condition,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b8f9b925-bf10-4c24-88fb-a1e000e55f07.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/8286959c-87e9-42a6-aca8-f91a0ba4a033.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/bc39ae2e-b553-42bb-8240-7b61f28e7381.jpg,UK,14.18,GBP
453,62cefe62baae4b0013ef6f43,8,Christian Dior,UK,Female,Silk,Multicolour,Tops,Short-sleeve tops,Floral shirt ,"Summer floral print short sleeve shirt by Christian Dior  size 8, 100%",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a478f3fe-33a5-47b4-8f1c-aa5f8f2725ad.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/35727dc7-0376-43bb-ae34-f744baa8dc75.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a0d6dfa4-50b6-4c57-b0a4-4bf8108b67ae.jpg,UK,76.42,GBP
