device,manufacturer,capacity,network,grade,price_gbp,price_eur,price_usd,publishedAt
946,5,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,15,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,15,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,15,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,15,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,14,4,7,23,27.025000000000002,27.599999999999998,2022-06-17T18:11:17.382Z
946,5,14,4,8,8,9.4,9.6,2022-06-17T18:11:17.382Z
946,5,14,4,9,2,2.35,2.4,2022-06-17T18:11:17.382Z
946,5,14,4,10,1,1.175,1.2,2022-06-17T18:11:17.382Z
946,5,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,15,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,15,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,15,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,15,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,14,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,14,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,14,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,14,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,15,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,15,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,15,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,15,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,14,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,14,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,14,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,14,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
947,5,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
948,5,14,3,7,53,62.275000000000006,63.599999999999994,2022-06-17T18:11:17.382Z
948,5,14,3,8,33,38.775,39.6,2022-06-17T18:11:17.382Z
948,5,14,3,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
948,5,14,3,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
948,5,13,3,7,63,74.025,75.6,2022-06-17T18:11:17.382Z
948,5,13,3,8,43,50.525,51.6,2022-06-17T18:11:17.382Z
948,5,13,3,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
948,5,13,3,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
948,5,17,3,7,63,74.025,75.6,2022-06-17T18:11:17.382Z
948,5,17,3,8,43,50.525,51.6,2022-06-17T18:11:17.382Z
948,5,17,3,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
948,5,17,3,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
948,5,14,4,7,33,38.775,39.6,2022-06-17T18:11:17.382Z
948,5,14,4,8,13,15.275,15.6,2022-06-17T18:11:17.382Z
948,5,14,4,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
948,5,14,4,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
948,5,13,4,7,43,50.525,51.6,2022-06-17T18:11:17.382Z
948,5,13,4,8,23,27.025000000000002,27.599999999999998,2022-06-17T18:11:17.382Z
948,5,13,4,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
948,5,13,4,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
948,5,17,4,7,43,50.525,51.6,2022-06-17T18:11:17.382Z
948,5,17,4,8,23,27.025000000000002,27.599999999999998,2022-06-17T18:11:17.382Z
948,5,17,4,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
948,5,17,4,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
949,5,14,3,7,80,94.0,96.0,2022-06-17T18:11:17.382Z
949,5,14,3,8,50,58.75,60.0,2022-06-17T18:11:17.382Z
949,5,14,3,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
949,5,14,3,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
949,5,13,3,7,90,105.75,108.0,2022-06-17T18:11:17.382Z
949,5,13,3,8,55,64.625,66.0,2022-06-17T18:11:17.382Z
949,5,13,3,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
949,5,13,3,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
949,5,17,3,7,90,105.75,108.0,2022-06-17T18:11:17.382Z
949,5,17,3,8,55,64.625,66.0,2022-06-17T18:11:17.382Z
949,5,17,3,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
949,5,17,3,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
949,5,14,4,7,50,58.75,60.0,2022-06-17T18:11:17.382Z
949,5,14,4,8,20,23.5,24.0,2022-06-17T18:11:17.382Z
949,5,14,4,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
949,5,14,4,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
949,5,13,4,7,55,64.625,66.0,2022-06-17T18:11:17.382Z
949,5,13,4,8,20,23.5,24.0,2022-06-17T18:11:17.382Z
949,5,13,4,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
949,5,13,4,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
949,5,17,4,7,55,64.625,66.0,2022-06-17T18:11:17.382Z
949,5,17,4,8,20,23.5,24.0,2022-06-17T18:11:17.382Z
949,5,17,4,9,4,4.7,4.8,2022-06-17T18:11:17.382Z
949,5,17,4,10,2,2.35,2.4,2022-06-17T18:11:17.382Z
950,5,16,3,7,94,110.45,112.8,2022-06-17T18:11:17.382Z
950,5,16,3,8,64,75.2,76.8,2022-06-17T18:11:17.382Z
950,5,16,3,9,10,11.75,12.0,2022-06-17T18:11:17.382Z
950,5,16,3,10,5,5.875,6.0,2022-06-17T18:11:17.382Z
950,5,13,3,7,94,110.45,112.8,2022-06-17T18:11:17.382Z
950,5,13,3,8,64,75.2,76.8,2022-06-17T18:11:17.382Z
950,5,13,3,9,10,11.75,12.0,2022-06-17T18:11:17.382Z
950,5,13,3,10,5,5.875,6.0,2022-06-17T18:11:17.382Z
950,5,17,3,7,116,136.3,139.2,2022-06-17T18:11:17.382Z
950,5,17,3,8,81,95.175,97.2,2022-06-17T18:11:17.382Z
950,5,17,3,9,10,11.75,12.0,2022-06-17T18:11:17.382Z
950,5,17,3,10,5,5.875,6.0,2022-06-17T18:11:17.382Z
950,5,16,4,7,64,75.2,76.8,2022-06-17T18:11:17.382Z
950,5,16,4,8,34,39.95,40.8,2022-06-17T18:11:17.382Z
950,5,16,4,9,10,11.75,12.0,2022-06-17T18:11:17.382Z
950,5,16,4,10,5,5.875,6.0,2022-06-17T18:11:17.382Z
950,5,13,4,7,64,75.2,76.8,2022-06-17T18:11:17.382Z
950,5,13,4,8,34,39.95,40.8,2022-06-17T18:11:17.382Z
950,5,13,4,9,10,11.75,12.0,2022-06-17T18:11:17.382Z
950,5,13,4,10,5,5.875,6.0,2022-06-17T18:11:17.382Z
950,5,17,4,7,81,95.175,97.2,2022-06-17T18:11:17.382Z
950,5,17,4,8,46,54.050000000000004,55.199999999999996,2022-06-17T18:11:17.382Z
950,5,17,4,9,10,11.75,12.0,2022-06-17T18:11:17.382Z
950,5,17,4,10,5,5.875,6.0,2022-06-17T18:11:17.382Z
951,5,16,3,7,128,150.4,153.6,2022-06-17T18:11:17.382Z
951,5,16,3,8,93,109.275,111.6,2022-06-17T18:11:17.382Z
951,5,16,3,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
951,5,16,3,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
951,5,13,3,7,128,150.4,153.6,2022-06-17T18:11:17.382Z
951,5,13,3,8,93,109.275,111.6,2022-06-17T18:11:17.382Z
951,5,13,3,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
951,5,13,3,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
951,5,17,3,7,143,168.025,171.6,2022-06-17T18:11:17.382Z
951,5,17,3,8,108,126.9,129.6,2022-06-17T18:11:17.382Z
951,5,17,3,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
951,5,17,3,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
951,5,16,4,7,93,109.275,111.6,2022-06-17T18:11:17.382Z
951,5,16,4,8,58,68.15,69.6,2022-06-17T18:11:17.382Z
951,5,16,4,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
951,5,16,4,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
951,5,13,4,7,93,109.275,111.6,2022-06-17T18:11:17.382Z
951,5,13,4,8,58,68.15,69.6,2022-06-17T18:11:17.382Z
951,5,13,4,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
951,5,13,4,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
951,5,17,4,7,108,126.9,129.6,2022-06-17T18:11:17.382Z
951,5,17,4,8,73,85.775,87.6,2022-06-17T18:11:17.382Z
951,5,17,4,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
951,5,17,4,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
952,5,15,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,15,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,15,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,15,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,14,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,14,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,14,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,14,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,15,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,15,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,15,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,15,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,14,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,14,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,14,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,14,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
952,5,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
953,5,16,3,7,100,117.5,120.0,2022-06-17T18:11:17.382Z
953,5,16,3,8,60,70.5,72.0,2022-06-17T18:11:17.382Z
953,5,16,3,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
953,5,16,3,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
953,5,13,3,7,120,141.0,144.0,2022-06-17T18:11:17.382Z
953,5,13,3,8,80,94.0,96.0,2022-06-17T18:11:17.382Z
953,5,13,3,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
953,5,13,3,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
953,5,17,3,7,120,141.0,144.0,2022-06-17T18:11:17.382Z
953,5,17,3,8,80,94.0,96.0,2022-06-17T18:11:17.382Z
953,5,17,3,9,14,16.45,16.8,2022-06-17T18:11:17.382Z
953,5,17,3,10,7,8.225,8.4,2022-06-17T18:11:17.382Z
954,5,16,3,7,155,182.125,186.0,2022-06-17T18:11:17.382Z
954,5,16,3,8,110,129.25,132.0,2022-06-17T18:11:17.382Z
954,5,16,3,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
954,5,16,3,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
954,5,17,3,7,185,217.375,222.0,2022-06-17T18:11:17.382Z
954,5,17,3,8,135,158.625,162.0,2022-06-17T18:11:17.382Z
954,5,17,3,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
954,5,17,3,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
954,5,16,4,7,110,129.25,132.0,2022-06-17T18:11:17.382Z
954,5,16,4,8,65,76.375,78.0,2022-06-17T18:11:17.382Z
954,5,16,4,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
954,5,16,4,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
954,5,17,4,7,135,158.625,162.0,2022-06-17T18:11:17.382Z
954,5,17,4,8,85,99.875,102.0,2022-06-17T18:11:17.382Z
954,5,17,4,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
954,5,17,4,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
955,5,16,3,7,160,188.0,192.0,2022-06-17T18:11:17.382Z
955,5,16,3,8,115,135.125,138.0,2022-06-17T18:11:17.382Z
955,5,16,3,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
955,5,16,3,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
955,5,13,3,7,185,217.375,222.0,2022-06-17T18:11:17.382Z
955,5,13,3,8,135,158.625,162.0,2022-06-17T18:11:17.382Z
955,5,13,3,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
955,5,13,3,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
955,5,17,3,7,185,217.375,222.0,2022-06-17T18:11:17.382Z
955,5,17,3,8,135,158.625,162.0,2022-06-17T18:11:17.382Z
955,5,17,3,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
955,5,17,3,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
955,5,16,4,7,115,135.125,138.0,2022-06-17T18:11:17.382Z
955,5,16,4,8,70,82.25,84.0,2022-06-17T18:11:17.382Z
955,5,16,4,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
955,5,16,4,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
955,5,13,4,7,135,158.625,162.0,2022-06-17T18:11:17.382Z
955,5,13,4,8,85,99.875,102.0,2022-06-17T18:11:17.382Z
955,5,13,4,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
955,5,13,4,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
955,5,17,4,7,135,158.625,162.0,2022-06-17T18:11:17.382Z
955,5,17,4,8,85,99.875,102.0,2022-06-17T18:11:17.382Z
955,5,17,4,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
955,5,17,4,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
956,5,16,3,7,153,179.775,183.6,2022-06-17T18:11:17.382Z
956,5,16,3,8,103,121.025,123.6,2022-06-17T18:11:17.382Z
956,5,16,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
956,5,16,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
956,5,17,3,7,170,199.75,204.0,2022-06-17T18:11:17.382Z
956,5,17,3,8,120,141.0,144.0,2022-06-17T18:11:17.382Z
956,5,17,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
956,5,17,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
956,5,18,3,7,190,223.25,228.0,2022-06-17T18:11:17.382Z
956,5,18,3,8,140,164.5,168.0,2022-06-17T18:11:17.382Z
956,5,18,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
956,5,18,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
956,5,16,4,7,103,121.025,123.6,2022-06-17T18:11:17.382Z
956,5,16,4,8,53,62.275000000000006,63.599999999999994,2022-06-17T18:11:17.382Z
956,5,16,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
956,5,16,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
956,5,17,4,7,120,141.0,144.0,2022-06-17T18:11:17.382Z
956,5,17,4,8,70,82.25,84.0,2022-06-17T18:11:17.382Z
956,5,17,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
956,5,17,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
956,5,18,4,7,140,164.5,168.0,2022-06-17T18:11:17.382Z
956,5,18,4,8,90,105.75,108.0,2022-06-17T18:11:17.382Z
956,5,18,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
956,5,18,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
957,5,16,3,7,190,223.25,228.0,2022-06-17T18:11:17.382Z
957,5,16,3,8,130,152.75,156.0,2022-06-17T18:11:17.382Z
957,5,16,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
957,5,16,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
957,5,17,3,7,210,246.75,252.0,2022-06-17T18:11:17.382Z
957,5,17,3,8,150,176.25,180.0,2022-06-17T18:11:17.382Z
957,5,17,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
957,5,17,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
957,5,18,3,7,210,246.75,252.0,2022-06-17T18:11:17.382Z
957,5,18,3,8,150,176.25,180.0,2022-06-17T18:11:17.382Z
957,5,18,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
957,5,18,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
957,5,16,4,7,130,152.75,156.0,2022-06-17T18:11:17.382Z
957,5,16,4,8,70,82.25,84.0,2022-06-17T18:11:17.382Z
957,5,16,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
957,5,16,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
957,5,17,4,7,150,176.25,180.0,2022-06-17T18:11:17.382Z
957,5,17,4,8,90,105.75,108.0,2022-06-17T18:11:17.382Z
957,5,17,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
957,5,17,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
957,5,18,4,7,150,176.25,180.0,2022-06-17T18:11:17.382Z
957,5,18,4,8,90,105.75,108.0,2022-06-17T18:11:17.382Z
957,5,18,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
957,5,18,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
958,8,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
958,8,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
959,8,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
960,8,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
961,8,13,3,7,180,211.5,216.0,2022-06-17T18:11:17.382Z
961,8,13,3,8,135,158.625,162.0,2022-06-17T18:11:17.382Z
961,8,13,3,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
961,8,13,3,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
961,8,13,4,7,135,158.625,162.0,2022-06-17T18:11:17.382Z
961,8,13,4,8,90,105.75,108.0,2022-06-17T18:11:17.382Z
961,8,13,4,9,20,23.5,24.0,2022-06-17T18:11:17.382Z
961,8,13,4,10,10,11.75,12.0,2022-06-17T18:11:17.382Z
962,3,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
962,3,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
962,3,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
962,3,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
962,3,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
962,3,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
962,3,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
962,3,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
963,3,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
963,3,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
963,3,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
963,3,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
963,3,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
963,3,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
963,3,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
963,3,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,17,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,17,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,17,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,17,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,17,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,17,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,17,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
964,3,17,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
965,3,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
965,3,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
965,3,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
965,3,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
965,3,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
965,3,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
965,3,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
965,3,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
966,3,17,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
966,3,17,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
