device,manufacturer,capacity,network,grade,price_gbp,price_eur,price_usd,publishedAt
931,5,17,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,17,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
931,5,18,3,7,415,487.625,498.0,2022-06-17T18:11:17.382Z
931,5,18,3,8,315,370.125,378.0,2022-06-17T18:11:17.382Z
931,5,18,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,18,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
931,5,12,3,7,450,528.75,540.0,2022-06-17T18:11:17.382Z
931,5,12,3,8,350,411.25,420.0,2022-06-17T18:11:17.382Z
931,5,12,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,12,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
931,5,19,3,7,480,564.0,576.0,2022-06-17T18:11:17.382Z
931,5,19,3,8,380,446.5,456.0,2022-06-17T18:11:17.382Z
931,5,19,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,19,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
931,5,13,4,7,230,270.25,276.0,2022-06-17T18:11:17.382Z
931,5,13,4,8,130,152.75,156.0,2022-06-17T18:11:17.382Z
931,5,13,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,13,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
931,5,17,4,7,280,329.0,336.0,2022-06-17T18:11:17.382Z
931,5,17,4,8,180,211.5,216.0,2022-06-17T18:11:17.382Z
931,5,17,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,17,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
931,5,18,4,7,315,370.125,378.0,2022-06-17T18:11:17.382Z
931,5,18,4,8,215,252.625,258.0,2022-06-17T18:11:17.382Z
931,5,18,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,18,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
931,5,12,4,7,350,411.25,420.0,2022-06-17T18:11:17.382Z
931,5,12,4,8,250,293.75,300.0,2022-06-17T18:11:17.382Z
931,5,12,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,12,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
931,5,19,4,7,380,446.5,456.0,2022-06-17T18:11:17.382Z
931,5,19,4,8,280,329.0,336.0,2022-06-17T18:11:17.382Z
931,5,19,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
931,5,19,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,13,3,7,330,387.75,396.0,2022-06-17T18:11:17.382Z
932,5,13,3,8,230,270.25,276.0,2022-06-17T18:11:17.382Z
932,5,13,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,13,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,17,3,7,380,446.5,456.0,2022-06-17T18:11:17.382Z
932,5,17,3,8,280,329.0,336.0,2022-06-17T18:11:17.382Z
932,5,17,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,17,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,18,3,7,415,487.625,498.0,2022-06-17T18:11:17.382Z
932,5,18,3,8,315,370.125,378.0,2022-06-17T18:11:17.382Z
932,5,18,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,18,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,12,3,7,450,528.75,540.0,2022-06-17T18:11:17.382Z
932,5,12,3,8,350,411.25,420.0,2022-06-17T18:11:17.382Z
932,5,12,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,12,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,19,3,7,480,564.0,576.0,2022-06-17T18:11:17.382Z
932,5,19,3,8,380,446.5,456.0,2022-06-17T18:11:17.382Z
932,5,19,3,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,19,3,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,13,4,7,230,270.25,276.0,2022-06-17T18:11:17.382Z
932,5,13,4,8,130,152.75,156.0,2022-06-17T18:11:17.382Z
932,5,13,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,13,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,17,4,7,280,329.0,336.0,2022-06-17T18:11:17.382Z
932,5,17,4,8,180,211.5,216.0,2022-06-17T18:11:17.382Z
932,5,17,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,17,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,18,4,7,315,370.125,378.0,2022-06-17T18:11:17.382Z
932,5,18,4,8,215,252.625,258.0,2022-06-17T18:11:17.382Z
932,5,18,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,18,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,12,4,7,350,411.25,420.0,2022-06-17T18:11:17.382Z
932,5,12,4,8,250,293.75,300.0,2022-06-17T18:11:17.382Z
932,5,12,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,12,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
932,5,19,4,7,380,446.5,456.0,2022-06-17T18:11:17.382Z
932,5,19,4,8,280,329.0,336.0,2022-06-17T18:11:17.382Z
932,5,19,4,9,30,35.25,36.0,2022-06-17T18:11:17.382Z
932,5,19,4,10,15,17.625,18.0,2022-06-17T18:11:17.382Z
934,5,16,3,7,290,340.75,348.0,2022-06-17T18:11:17.382Z
934,5,16,3,8,210,246.75,252.0,2022-06-17T18:11:17.382Z
934,5,16,3,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
934,5,16,3,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
934,5,17,3,7,345,405.375,414.0,2022-06-17T18:11:17.382Z
934,5,17,3,8,265,311.375,318.0,2022-06-17T18:11:17.382Z
934,5,17,3,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
934,5,17,3,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
934,5,18,3,7,345,405.375,414.0,2022-06-17T18:11:17.382Z
934,5,18,3,8,265,311.375,318.0,2022-06-17T18:11:17.382Z
934,5,18,3,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
934,5,18,3,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
934,5,16,4,7,210,246.75,252.0,2022-06-17T18:11:17.382Z
934,5,16,4,8,130,152.75,156.0,2022-06-17T18:11:17.382Z
934,5,16,4,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
934,5,16,4,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
934,5,17,4,7,265,311.375,318.0,2022-06-17T18:11:17.382Z
934,5,17,4,8,185,217.375,222.0,2022-06-17T18:11:17.382Z
934,5,17,4,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
934,5,17,4,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
934,5,18,4,7,265,311.375,318.0,2022-06-17T18:11:17.382Z
934,5,18,4,8,185,217.375,222.0,2022-06-17T18:11:17.382Z
934,5,18,4,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
934,5,18,4,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
935,5,16,3,7,342,401.85,410.4,2022-06-17T18:11:17.382Z
935,5,16,3,8,262,307.85,314.4,2022-06-17T18:11:17.382Z
935,5,16,3,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
935,5,16,3,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
935,5,17,3,7,392,460.6,470.4,2022-06-17T18:11:17.382Z
935,5,17,3,8,312,366.6,374.4,2022-06-17T18:11:17.382Z
935,5,17,3,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
935,5,17,3,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
935,5,18,3,7,392,460.6,470.4,2022-06-17T18:11:17.382Z
935,5,18,3,8,312,366.6,374.4,2022-06-17T18:11:17.382Z
935,5,18,3,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
935,5,18,3,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
935,5,16,4,7,262,307.85,314.4,2022-06-17T18:11:17.382Z
935,5,16,4,8,182,213.85,218.4,2022-06-17T18:11:17.382Z
935,5,16,4,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
935,5,16,4,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
935,5,17,4,7,312,366.6,374.4,2022-06-17T18:11:17.382Z
935,5,17,4,8,232,272.6,278.4,2022-06-17T18:11:17.382Z
935,5,17,4,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
935,5,17,4,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
935,5,18,4,7,312,366.6,374.4,2022-06-17T18:11:17.382Z
935,5,18,4,8,232,272.6,278.4,2022-06-17T18:11:17.382Z
935,5,18,4,9,50,58.75,60.0,2022-06-17T18:11:17.382Z
935,5,18,4,10,25,29.375,30.0,2022-06-17T18:11:17.382Z
936,5,16,3,7,355,417.125,426.0,2022-06-17T18:11:17.382Z
936,5,16,3,8,255,299.625,306.0,2022-06-17T18:11:17.382Z
936,5,16,3,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
936,5,16,3,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
936,5,13,3,7,406,477.05,487.2,2022-06-17T18:11:17.382Z
936,5,13,3,8,306,359.55,367.2,2022-06-17T18:11:17.382Z
936,5,13,3,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
936,5,13,3,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
936,5,17,3,7,406,477.05,487.2,2022-06-17T18:11:17.382Z
936,5,17,3,8,306,359.55,367.2,2022-06-17T18:11:17.382Z
936,5,17,3,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
936,5,17,3,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
936,5,16,4,7,255,299.625,306.0,2022-06-17T18:11:17.382Z
936,5,16,4,8,155,182.125,186.0,2022-06-17T18:11:17.382Z
936,5,16,4,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
936,5,16,4,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
936,5,13,4,7,306,359.55,367.2,2022-06-17T18:11:17.382Z
936,5,13,4,8,206,242.05,247.2,2022-06-17T18:11:17.382Z
936,5,13,4,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
936,5,13,4,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
936,5,17,4,7,306,359.55,367.2,2022-06-17T18:11:17.382Z
936,5,17,4,8,206,242.05,247.2,2022-06-17T18:11:17.382Z
936,5,17,4,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
936,5,17,4,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
937,5,16,3,7,295,346.625,354.0,2022-06-17T18:11:17.382Z
937,5,16,3,8,215,252.625,258.0,2022-06-17T18:11:17.382Z
937,5,16,3,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
937,5,16,3,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
937,5,13,3,7,340,399.5,408.0,2022-06-17T18:11:17.382Z
937,5,13,3,8,240,282.0,288.0,2022-06-17T18:11:17.382Z
937,5,13,3,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
937,5,13,3,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
937,5,17,3,7,365,428.875,438.0,2022-06-17T18:11:17.382Z
937,5,17,3,8,265,311.375,318.0,2022-06-17T18:11:17.382Z
937,5,17,3,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
937,5,17,3,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
937,5,16,4,7,215,252.625,258.0,2022-06-17T18:11:17.382Z
937,5,16,4,8,135,158.625,162.0,2022-06-17T18:11:17.382Z
937,5,16,4,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
937,5,16,4,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
937,5,13,4,7,240,282.0,288.0,2022-06-17T18:11:17.382Z
937,5,13,4,8,140,164.5,168.0,2022-06-17T18:11:17.382Z
937,5,13,4,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
937,5,13,4,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
937,5,17,4,7,265,311.375,318.0,2022-06-17T18:11:17.382Z
937,5,17,4,8,165,193.875,198.0,2022-06-17T18:11:17.382Z
937,5,17,4,9,60,70.5,72.0,2022-06-17T18:11:17.382Z
937,5,17,4,10,30,35.25,36.0,2022-06-17T18:11:17.382Z
938,5,13,3,7,475,558.125,570.0,2022-06-17T18:11:17.382Z
938,5,13,3,8,375,440.625,450.0,2022-06-17T18:11:17.382Z
938,5,13,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
938,5,13,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
938,5,17,3,7,500,587.5,600.0,2022-06-17T18:11:17.382Z
938,5,17,3,8,400,470.0,480.0,2022-06-17T18:11:17.382Z
938,5,17,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
938,5,17,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
938,5,18,3,7,520,611.0,624.0,2022-06-17T18:11:17.382Z
938,5,18,3,8,420,493.5,504.0,2022-06-17T18:11:17.382Z
938,5,18,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
938,5,18,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
938,5,13,4,7,375,440.625,450.0,2022-06-17T18:11:17.382Z
938,5,13,4,8,275,323.125,330.0,2022-06-17T18:11:17.382Z
938,5,13,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
938,5,13,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
938,5,17,4,7,400,470.0,480.0,2022-06-17T18:11:17.382Z
938,5,17,4,8,300,352.5,360.0,2022-06-17T18:11:17.382Z
938,5,17,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
938,5,17,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
938,5,18,4,7,420,493.5,504.0,2022-06-17T18:11:17.382Z
938,5,18,4,8,320,376.0,384.0,2022-06-17T18:11:17.382Z
938,5,18,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
938,5,18,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
939,5,13,3,7,547,642.725,656.4,2022-06-17T18:11:17.382Z
939,5,13,3,8,447,525.225,536.4,2022-06-17T18:11:17.382Z
939,5,13,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
939,5,13,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
939,5,17,3,7,568,667.4,681.6,2022-06-17T18:11:17.382Z
939,5,17,3,8,468,549.9,561.6,2022-06-17T18:11:17.382Z
939,5,17,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
939,5,17,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
939,5,18,3,7,592,695.6,710.4,2022-06-17T18:11:17.382Z
939,5,18,3,8,492,578.1,590.4,2022-06-17T18:11:17.382Z
939,5,18,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
939,5,18,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
939,5,13,4,7,447,525.225,536.4,2022-06-17T18:11:17.382Z
939,5,13,4,8,347,407.725,416.4,2022-06-17T18:11:17.382Z
939,5,13,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
939,5,13,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
939,5,17,4,7,468,549.9,561.6,2022-06-17T18:11:17.382Z
939,5,17,4,8,368,432.40000000000003,441.59999999999997,2022-06-17T18:11:17.382Z
939,5,17,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
939,5,17,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
939,5,18,4,7,492,578.1,590.4,2022-06-17T18:11:17.382Z
939,5,18,4,8,392,460.6,470.4,2022-06-17T18:11:17.382Z
939,5,18,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
939,5,18,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
940,5,13,3,7,485,569.875,582.0,2022-06-17T18:11:17.382Z
940,5,13,3,8,385,452.375,462.0,2022-06-17T18:11:17.382Z
940,5,13,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
940,5,13,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
940,5,17,3,7,545,640.375,654.0,2022-06-17T18:11:17.382Z
940,5,17,3,8,445,522.875,534.0,2022-06-17T18:11:17.382Z
940,5,17,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
940,5,17,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
940,5,18,3,7,570,669.75,684.0,2022-06-17T18:11:17.382Z
940,5,18,3,8,470,552.25,564.0,2022-06-17T18:11:17.382Z
940,5,18,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
940,5,18,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
940,5,13,4,7,385,452.375,462.0,2022-06-17T18:11:17.382Z
940,5,13,4,8,285,334.875,342.0,2022-06-17T18:11:17.382Z
940,5,13,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
940,5,13,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
940,5,17,4,7,445,522.875,534.0,2022-06-17T18:11:17.382Z
940,5,17,4,8,345,405.375,414.0,2022-06-17T18:11:17.382Z
940,5,17,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
940,5,17,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
940,5,18,4,7,470,552.25,564.0,2022-06-17T18:11:17.382Z
940,5,18,4,8,370,434.75,444.0,2022-06-17T18:11:17.382Z
940,5,18,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
940,5,18,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
941,5,13,3,7,355,417.125,426.0,2022-06-17T18:11:17.382Z
941,5,13,3,8,275,323.125,330.0,2022-06-17T18:11:17.382Z
941,5,13,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
941,5,13,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
941,5,17,3,7,375,440.625,450.0,2022-06-17T18:11:17.382Z
941,5,17,3,8,295,346.625,354.0,2022-06-17T18:11:17.382Z
941,5,17,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
941,5,17,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
941,5,18,3,7,410,481.75,492.0,2022-06-17T18:11:17.382Z
941,5,18,3,8,330,387.75,396.0,2022-06-17T18:11:17.382Z
941,5,18,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
941,5,18,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
941,5,13,4,7,275,323.125,330.0,2022-06-17T18:11:17.382Z
941,5,13,4,8,195,229.125,234.0,2022-06-17T18:11:17.382Z
941,5,13,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
941,5,13,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
941,5,17,4,7,295,346.625,354.0,2022-06-17T18:11:17.382Z
941,5,17,4,8,215,252.625,258.0,2022-06-17T18:11:17.382Z
941,5,17,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
941,5,17,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
941,5,18,4,7,330,387.75,396.0,2022-06-17T18:11:17.382Z
941,5,18,4,8,250,293.75,300.0,2022-06-17T18:11:17.382Z
941,5,18,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
941,5,18,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
942,5,13,3,7,650,763.75,780.0,2022-06-17T18:11:17.382Z
942,5,13,3,8,520,611.0,624.0,2022-06-17T18:11:17.382Z
942,5,13,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
942,5,13,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
942,5,17,3,7,710,834.25,852.0,2022-06-17T18:11:17.382Z
942,5,17,3,8,580,681.5,696.0,2022-06-17T18:11:17.382Z
942,5,17,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
942,5,17,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
942,5,18,3,7,735,863.625,882.0,2022-06-17T18:11:17.382Z
942,5,18,3,8,605,710.875,726.0,2022-06-17T18:11:17.382Z
942,5,18,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
942,5,18,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
942,5,12,3,7,745,875.375,894.0,2022-06-17T18:11:17.382Z
942,5,12,3,8,615,722.625,738.0,2022-06-17T18:11:17.382Z
942,5,12,3,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
942,5,12,3,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
942,5,13,4,7,520,611.0,624.0,2022-06-17T18:11:17.382Z
942,5,13,4,8,390,458.25,468.0,2022-06-17T18:11:17.382Z
942,5,13,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
942,5,13,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
942,5,17,4,7,580,681.5,696.0,2022-06-17T18:11:17.382Z
942,5,17,4,8,450,528.75,540.0,2022-06-17T18:11:17.382Z
942,5,17,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
942,5,17,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
942,5,18,4,7,605,710.875,726.0,2022-06-17T18:11:17.382Z
942,5,18,4,8,475,558.125,570.0,2022-06-17T18:11:17.382Z
942,5,18,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
942,5,18,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
942,5,12,4,7,615,722.625,738.0,2022-06-17T18:11:17.382Z
942,5,12,4,8,485,569.875,582.0,2022-06-17T18:11:17.382Z
942,5,12,4,9,80,94.0,96.0,2022-06-17T18:11:17.382Z
942,5,12,4,10,40,47.0,48.0,2022-06-17T18:11:17.382Z
944,5,15,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,15,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,15,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,15,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,14,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,14,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,14,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,14,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,15,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,15,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,15,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,15,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,14,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,14,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,14,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,14,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
944,5,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,15,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,15,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,15,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,15,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,14,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,14,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,14,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,14,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,13,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,13,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,15,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,15,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,15,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,15,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,14,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,14,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,14,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,14,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,16,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,16,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,16,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,16,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,13,4,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,13,4,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,13,4,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
945,5,13,4,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,15,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,15,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,15,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,15,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,14,3,7,38,44.65,45.6,2022-06-17T18:11:17.382Z
946,5,14,3,8,23,27.025000000000002,27.599999999999998,2022-06-17T18:11:17.382Z
946,5,14,3,9,2,2.35,2.4,2022-06-17T18:11:17.382Z
946,5,14,3,10,1,1.175,1.2,2022-06-17T18:11:17.382Z
946,5,16,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,16,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,16,3,9,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,16,3,10,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,13,3,7,0,0.0,0.0,2022-06-17T18:11:17.382Z
946,5,13,3,8,0,0.0,0.0,2022-06-17T18:11:17.382Z
