id,device
3767,941
3768,941
3769,942
3770,942
3771,942
3772,942
3773,942
3774,942
3775,942
3776,942
3777,942
3778,942
3779,942
3780,942
3781,942
3782,942
3783,942
3784,942
3785,942
3786,942
3787,942
3788,942
3789,942
3790,942
3791,942
3792,942
3793,942
3794,942
3795,942
3796,942
3797,942
3798,942
3799,942
3800,942
3801,943
3802,943
3803,943
3804,943
3805,943
3806,943
3807,943
3808,943
3809,943
3810,943
3811,943
3812,943
3813,943
3814,943
3815,943
3816,943
3817,943
3818,943
3819,943
3820,943
3821,943
3822,943
3823,943
3824,943
3825,943
3826,943
3827,943
3828,943
3829,943
3830,943
3831,943
3832,943
3833,944
3834,944
3835,944
3836,944
3837,944
3838,944
3839,944
3840,944
3841,944
3842,944
3843,944
3844,944
3845,944
3846,944
3847,944
3848,944
3849,944
3850,944
3851,944
3852,944
3853,944
3854,944
3855,944
3856,944
3857,944
3858,944
3859,944
3860,944
3861,944
3862,944
3863,944
3864,944
3865,945
3866,945
3867,945
3868,945
3869,945
3870,945
3871,945
3872,945
3873,945
3874,945
3875,945
3876,945
3877,945
3878,945
3879,945
3880,945
3881,945
3882,945
3883,945
3884,945
3885,945
3886,945
3887,945
3888,945
3889,945
3890,945
3891,945
3892,945
3893,945
3894,945
3895,945
3896,945
3897,946
3898,946
3899,946
3900,946
3901,946
3902,946
3903,946
3904,946
3905,946
3906,946
3907,946
3908,946
3909,946
3910,946
3911,946
3912,946
3913,946
3914,946
3915,946
3916,946
3917,946
3918,946
3919,946
3920,946
3921,946
3922,946
3923,946
3924,946
3925,946
3926,946
3927,946
3928,946
3929,947
3930,947
3931,947
3932,947
3933,947
3934,947
3935,947
3936,947
3937,947
3938,947
3939,947
3940,947
3941,947
3942,947
3943,947
3944,947
3945,947
3946,947
3947,947
3948,947
3949,947
3950,947
3951,947
3952,947
3953,947
3954,947
3955,947
3956,947
3957,947
3958,947
3959,947
3960,947
3961,948
3962,948
3963,948
3964,948
3965,948
3966,948
3967,948
3968,948
3969,948
3970,948
3971,948
3972,948
3973,948
3974,948
3975,948
3976,948
3977,948
3978,948
3979,948
3980,948
3981,948
3982,948
3983,948
3984,948
3985,949
3986,949
3987,949
3988,949
3989,949
3990,949
3991,949
3992,949
3993,949
3994,949
3995,949
3996,949
3997,949
3998,949
3999,949
4000,949
4001,949
4002,949
4003,949
4004,949
4005,949
4006,949
4007,949
4008,949
4009,950
4010,950
4011,950
4012,950
4013,950
4014,950
4015,950
4016,950
4017,950
4018,950
4019,950
4020,950
4021,950
4022,950
4023,950
4024,950
4025,950
4026,950
4027,950
4028,950
4029,950
4030,950
4031,950
4032,950
4033,951
4034,951
4035,951
4036,951
4037,951
4038,951
4039,951
4040,951
4041,951
4042,951
4043,951
4044,951
4045,951
4046,951
4047,951
4048,951
4049,951
4050,951
4051,951
4052,951
4053,951
4054,951
4055,951
4056,951
4057,952
4058,952
4059,952
4060,952
4061,952
4062,952
4063,952
4064,952
4065,952
4066,952
4067,952
4068,952
4069,952
4070,952
4071,952
4072,952
4073,952
4074,952
4075,952
4076,952
4077,952
4078,952
4079,952
4080,952
4081,952
4082,952
4083,952
4084,952
4085,952
4086,952
4087,952
4088,952
4089,953
4090,953
4091,953
4092,953
4093,953
4094,953
4095,953
4096,953
4097,953
4098,953
4099,953
4100,953
4101,954
4102,954
4103,954
4104,954
4105,954
4106,954
4107,954
4108,954
4109,954
4110,954
4111,954
4112,954
4113,954
4114,954
4115,954
4116,954
4117,955
4118,955
4119,955
4120,955
4121,955
4122,955
4123,955
4124,955
4125,955
4126,955
4127,955
4128,955
4129,955
4130,955
4131,955
4132,955
4133,955
4134,955
4135,955
4136,955
4137,955
4138,955
4139,955
4140,955
4141,956
4142,956
4143,956
4144,956
4145,956
4146,956
4147,956
4148,956
4149,956
4150,956
4151,956
4152,956
4153,956
4154,956
4155,956
4156,956
4157,956
4158,956
4159,956
4160,956
4161,956
4162,956
4163,956
4164,956
4165,957
4166,957
4167,957
4168,957
4169,957
4170,957
4171,957
4172,957
4173,957
4174,957
4175,957
4176,957
4177,957
4178,957
4179,957
4180,957
4181,957
4182,957
4183,957
4184,957
4185,957
4186,957
4187,957
4188,957
4189,958
4190,958
4191,958
4192,958
4193,958
4194,958
4195,958
4196,958
4197,958
4198,958
4199,958
4200,958
4201,958
4202,958
4203,958
4204,958
4205,959
4206,960
4207,959
4208,960
4209,959
4210,960
4211,959
4212,960
4213,959
4214,960
4215,959
4216,960
4217,959
4218,960
4219,959
4220,960
4221,959
4222,960
4223,959
4224,960
4225,959
4226,960
4227,959
4228,960
4229,959
4230,960
4231,959
4232,960
4233,959
4234,960
4235,959
4236,960
4237,961
4238,961
4239,961
4240,961
4241,961
4242,961
4243,961
4244,961
4245,962
4246,962
4247,962
4248,962
4249,962
4250,962
4251,962
4252,962
4253,963
4254,963
4255,963
4256,963
4257,963
4258,963
4259,963
4260,963
4261,964
4262,964
4263,964
4264,964
4265,964
4266,964
4267,964
4268,964
4269,964
4270,964
4271,964
4272,964
4273,964
4274,964
4275,964
4276,964
4277,965
4278,965
4279,965
4280,965
4281,965
4282,965
4283,965
4284,965
4285,966
4286,966
4287,966
4288,966
4289,966
4290,966
4291,966
4292,966
4293,967
4294,967
4295,967
4296,967
4297,967
4298,967
4299,967
4300,967
4301,968
4302,968
4303,968
4304,968
4305,968
4306,968
4307,968
4308,968
4309,968
4310,968
4311,968
4312,968
4313,968
4314,968
4315,968
4316,968
4317,969
4318,969
4319,969
4320,969
4321,969
4322,969
4323,969
4324,969
4325,969
4326,969
4327,969
4328,969
4329,969
4330,969
4331,969
4332,969
4333,970
4334,970
4335,970
4336,970
4337,970
4338,970
4339,970
4340,970
4341,970
4342,970
4343,970
4344,970
4345,970
4346,970
4347,970
4348,970
4349,970
4350,970
4351,970
4352,970
4353,970
4354,970
4355,970
4356,970
4357,971
4358,971
4359,971
4360,971
4361,971
4362,971
4363,971
4364,971
4365,972
4366,972
4367,972
4368,972
4369,972
4370,972
4371,972
4372,972
4373,972
4374,972
4375,972
4376,972
4377,972
4378,972
4379,972
4380,972
4381,973
4382,973
4383,973
4384,973
4385,973
4386,973
4387,973
4388,973
4389,973
4390,973
4391,973
4392,973
4393,973
4394,973
4395,973
4396,973
4397,973
4398,973
4399,973
4400,973
4401,973
4402,973
4403,973
4404,973
4405,974
4406,974
4407,974
4408,974
4409,974
4410,974
4411,974
4412,974
4413,975
4414,975
4415,975
4416,975
4417,975
4418,975
4419,975
4420,975
4421,976
4422,976
4423,976
4424,976
4425,976
4426,976
4427,976
4428,976
4429,977
4430,977
4431,977
4432,977
4433,977
4434,977
4435,977
4436,977
4437,977
4438,977
4439,977
4440,977
4441,977
4442,977
4443,977
4444,977
4445,978
4446,978
4447,978
4448,978
4449,978
4450,978
4451,978
4452,978
4453,978
4454,978
4455,978
4456,978
4457,978
4458,978
4459,978
4460,978
4461,979
4462,979
4463,979
4464,979
4465,979
4466,979
4467,979
4468,979
4469,979
4470,979
4471,979
4472,979
4473,979
4474,979
4475,979
4476,979
4477,980
4478,980
4479,980
4480,980
4481,980
4482,980
4483,980
4484,980
4485,981
4486,981
4487,981
4488,981
4489,981
4490,981
4491,981
4492,981
4493,981
4494,981
4495,981
4496,981
4497,981
4498,981
4499,981
4500,981
4501,982
4502,982
4503,982
4504,982
4505,982
4506,982
4507,982
4508,982
4509,982
4510,982
4511,982
4512,982
4513,982
4514,982
4515,982
4516,982
4517,983
4518,983
4519,983
4520,983
4521,983
4522,983
4523,983
4524,983
4525,984
4526,984
4527,984
4528,984
4529,984
4530,984
4531,984
4532,984
4533,984
4534,984
4535,984
4536,984
4537,984
4538,984
4539,984
4540,984
4541,985
4542,985
4543,985
4544,985
4545,985
4546,985
4547,985
4548,985
4549,986
4550,986
4551,986
4552,986
4553,986
4554,986
4555,986
4556,986
4557,987
4558,987
4559,987
4560,987
4561,987
4562,987
4563,987
4564,987
4565,988
4566,988
4567,988
4568,988
4569,988
4570,988
4571,988
4572,988
4573,989
4574,989
4575,989
4576,989
4577,989
4578,989
4579,989
4580,989
4581,990
4582,990
4583,990
4584,990
4585,990
4586,990
4587,990
4588,990
4589,991
4590,991
4591,991
4592,991
4593,991
4594,991
4595,991
4596,991
4597,992
4598,992
4599,992
4600,992
4601,992
4602,992
4603,992
4604,992
4605,992
4606,992
4607,992
4608,992
4609,992
4610,992
4611,992
4612,992
4613,993
4614,993
4615,993
4616,993
4617,993
4618,993
4619,993
4620,993
4621,994
4622,994
4623,994
4624,994
4625,994
4626,994
4627,994
4628,994
4629,995
4630,995
4631,995
4632,995
4633,995
4634,995
4635,995
4636,995
4637,995
4638,995
4639,995
4640,995
4641,995
4642,995
4643,995
4644,995
4645,996
4646,996
4647,996
4648,996
4649,996
4650,996
4651,996
4652,996
4653,996
4654,996
4655,996
4656,996
4657,996
4658,996
4659,996
4660,996
4661,997
4662,997
4663,997
4664,997
4665,997
4666,997
4667,997
4668,997
4669,998
4670,998
4671,998
4672,998
4673,998
4674,998
4675,998
4676,998
4677,999
4678,999
4679,999
4680,999
4681,999
4682,999
4683,999
4684,999
4685,999
4686,999
4687,999
4688,999
4689,999
4690,999
4691,999
4692,999
4693,1000
4694,1000
4695,1000
4696,1000
4697,1000
4698,1000
4699,1000
4700,1000
4701,1000
4702,1000
4703,1000
4704,1000
4705,1000
4706,1000
4707,1000
4708,1000
4709,1000
4710,1000
4711,1000
4712,1000
4713,1000
4714,1000
4715,1000
4716,1000
4717,1001
4718,1001
4719,1001
4720,1001
4721,1001
4722,1001
4723,1001
4724,1001
4725,1001
4726,1001
4727,1001
4728,1001
4729,1001
4730,1001
4731,1001
4732,1001
4733,1002
4734,1002
4735,1002
4736,1002
4737,1002
4738,1002
4739,1002
4740,1002
4741,1002
4742,1002
4743,1002
4744,1002
4745,1002
4746,1002
4747,1002
4748,1002
4749,1003
4750,1003
4751,1003
4752,1003
4753,1003
4754,1003
4755,1003
4756,1003
4757,1003
4758,1003
4759,1003
4760,1003
4761,1003
4762,1003
4763,1003
4764,1003
4765,1004
4766,1004
4767,1004
4768,1004
4769,1004
4770,1004
4771,1004
4772,1004
4773,1005
4774,1005
4775,1005
4776,1005
4777,1005
4778,1005
4779,1005
4780,1005
4781,1005
4782,1005
4783,1005
4784,1005
4785,1005
4786,1005
4787,1005
4788,1005
4789,1005
4790,1005
4791,1005
4792,1005
4793,1005
4794,1005
4795,1005
4796,1005
4797,1006
4798,1006
4799,1006
4800,1006
4801,1006
4802,1006
4803,1006
4804,1006
4805,1006
4806,1006
4807,1006
4808,1006
4809,1006
4810,1006
4811,1006
4812,1006
4813,1007
4814,1007
4815,1007
4816,1007
4817,1007
4818,1007
4819,1007
4820,1007
4821,1008
4822,1008
4823,1008
4824,1008
4825,1008
4826,1008
4827,1008
4828,1008
4829,1009
4830,1009
4831,1009
4832,1009
4833,1009
4834,1009
4835,1009
4836,1009
4837,1010
4838,1010
4839,1010
4840,1010
4841,1010
4842,1010
4843,1010
4844,1010
4845,1011
4846,1011
4847,1011
4848,1011
4849,1011
4850,1011
4851,1011
4852,1011
4853,1011
4854,1011
4855,1011
4856,1011
4857,1011
4858,1011
4859,1011
4860,1011
4861,1012
4862,1012
4863,1012
4864,1012
4865,1012
4866,1012
4867,1012
4868,1012
4869,1013
4870,1013
4871,1013
4872,1013
4873,1013
4874,1013
4875,1013
4876,1013
4877,1013
4878,1013
4879,1013
4880,1013
4881,1013
4882,1013
4883,1013
4884,1013
4885,1014
4886,1014
4887,1014
4888,1014
4889,1014
4890,1014
4891,1014
4892,1014
4893,1014
4894,1014
4895,1014
4896,1014
4897,1014
4898,1014
4899,1014
4900,1014
4901,1015
4902,1015
4903,1015
4904,1015
4905,1015
4906,1015
4907,1015
4908,1015
4909,1015
4910,1015
4911,1015
4912,1015
4913,1015
4914,1015
4915,1015
4916,1015
4917,1016
4918,1016
4919,1016
4920,1016
4921,1016
4922,1016
4923,1016
4924,1016
4925,1016
4926,1016
4927,1016
4928,1016
4929,1016
4930,1016
4931,1016
4932,1016
4933,1016
4934,1016
4935,1016
4936,1016
4937,1016
4938,1016
4939,1016
4940,1016
4941,1017
4942,1017
4943,1017
4944,1017
4945,1017
4946,1017
4947,1017
4948,1017
4949,1017
4950,1017
4951,1017
4952,1017
4953,1017
4954,1017
4955,1017
4956,1017
4957,1018
4958,1018
4959,1018
4960,1018
4961,1018
4962,1018
4963,1018
4964,1018
4965,1018
4966,1018
4967,1018
4968,1018
4969,1018
4970,1018
4971,1018
4972,1018
4973,1019
4974,1019
4975,1019
4976,1019
4977,1019
4978,1019
4979,1019
4980,1019
4981,1019
4982,1019
4983,1019
4984,1019
4985,1019
4986,1019
4987,1019
4988,1019
4989,1019
4990,1019
4991,1019
4992,1019
4993,1019
4994,1019
4995,1019
4996,1019
4997,1019
4998,1019
4999,1019
5000,1019
5001,1019
5002,1019
5003,1019
5004,1019
5005,1020
5006,1020
5007,1020
5008,1020
5009,1020
5010,1020
5011,1020
5012,1020
5013,1020
5014,1020
5015,1020
5016,1020
5017,1020
5018,1020
5019,1020
5020,1020
5021,1021
5022,1021
5023,1021
5024,1021
5025,1021
5026,1021
5027,1021
5028,1021
5029,1021
5030,1021
5031,1021
5032,1021
5033,1021
5034,1021
5035,1021
5036,1021
5037,1021
5038,1021
5039,1021
5040,1021
5041,1021
5042,1021
5043,1021
5044,1021
5045,1022
5046,1022
5047,1022
5048,1022
5049,1022
5050,1022
5051,1022
5052,1022
5053,1023
5054,1023
5055,1023
5056,1023
5057,1023
5058,1023
5059,1023
5060,1023
5061,1023
5062,1023
5063,1023
5064,1023
5065,1023
5066,1023
5067,1023
5068,1023
5069,1024
5070,1024
5071,1024
5072,1024
5073,1024
5074,1024
5075,1024
5076,1024
5077,1024
5078,1024
5079,1024
5080,1024
5081,1024
5082,1024
5083,1024
5084,1024
5085,1024
5086,1024
5087,1024
5088,1024
5089,1024
5090,1024
5091,1024
5092,1024
5093,1025
5094,1026
5095,1025
5096,1026
5097,1025
5098,1026
5099,1025
5100,1026
5101,1025
5102,1026
5103,1025
5104,1026
5105,1025
5106,1026
5107,1025
5108,1026
5109,1025
5110,1026
5111,1025
5112,1026
5113,1025
5114,1026
5115,1025
5116,1026
5117,1025
5118,1026
5119,1025
5120,1026
5121,1025
5122,1026
5123,1025
5124,1026
5125,1025
5126,1026
5127,1025
5128,1026
5129,1025
5130,1026
5131,1025
5132,1026
5133,1025
5134,1026
5135,1025
5136,1026
5137,1025
5138,1026
5139,1025
5140,1026
5141,1027
5142,1027
5143,1027
5144,1027
5145,1027
5146,1027
5147,1027
5148,1027
5149,1028
5150,1028
5151,1028
5152,1028
5153,1028
5154,1028
5155,1028
5156,1028
5157,1028
5158,1028
5159,1028
5160,1028
5161,1028
5162,1028
5163,1028
5164,1028
5165,1029
5166,1029
5167,1029
5168,1029
5169,1029
5170,1029
5171,1029
5172,1029
5173,1030
5174,1030
5175,1030
5176,1030
5177,1030
5178,1030
5179,1030
5180,1030
5181,1031
5182,1031
5183,1031
5184,1031
5185,1031
5186,1031
5187,1031
5188,1031
5189,1032
5190,1032
5191,1032
5192,1032
5193,1032
5194,1032
5195,1032
5196,1032
5197,1033
5198,1033
5199,1033
5200,1033
5201,1033
5202,1033
5203,1033
5204,1033
5205,1034
5206,1034
5207,1034
5208,1034
5209,1034
5210,1034
5211,1034
5212,1034
5213,1034
5214,1034
5215,1034
5216,1034
5217,1034
5218,1034
5219,1034
5220,1034
5221,1035
5222,1035
5223,1035
5224,1035
5225,1035
5226,1035
5227,1035
5228,1035
